Date,Price,Open,High,Low,Vol.,Change %
23-Oct-15,44.6,45.44,45.75,44.2,406.58K,-1.72%
22-Oct-15,45.38,45.27,46.1,44.9,322.74K,0.40%
21-Oct-15,45.2,45.88,46.08,44.86,384.29K,-0.77%
20-Oct-15,45.55,46.25,46.52,45.23,38.95K,-0.74%
19-Oct-15,45.89,47.27,47.49,45.85,125.84K,-2.90%
16-Oct-15,47.26,46.87,47.5,46.16,198.13K,1.90%
15-Oct-15,46.38,46.28,47.02,45.23,370.94K,-0.56%
14-Oct-15,46.64,46.69,46.96,45.94,348.24K,-0.04%
13-Oct-15,46.66,47.46,48.43,46.44,465.39K,-0.93%
12-Oct-15,47.1,49.51,50.13,47.04,408.66K,-5.10%
9-Oct-15,49.63,49.69,50.92,49.17,508.68K,0.40%
8-Oct-15,49.43,48.11,50.07,47.76,509.76K,3.39%
7-Oct-15,47.81,49,49.71,47.7,547.49K,-1.48%
6-Oct-15,48.53,46.2,49.08,45.73,453.10K,4.91%
5-Oct-15,46.26,45.65,46.94,45.21,323.06K,1.58%
2-Oct-15,45.54,45.07,45.81,43.97,420.74K,1.79%
1-Oct-15,44.74,45.38,47.1,44.63,478.98K,-0.78%
30-Sep-15,45.09,44.92,45.85,44.68,355.85K,-0.31%
29-Sep-15,45.23,44.5,45.7,44.3,265.18K,1.80%
28-Sep-15,44.43,45.38,45.5,44.3,273.91K,-2.78%
25-Sep-15,45.7,45.05,46.38,44.86,338.62K,1.76%
24-Sep-15,44.91,44.62,45.18,43.71,371.98K,0.97%
23-Sep-15,44.48,46.54,47.15,44.41,411.96K,-2.95%
22-Sep-15,45.83,46.45,46.48,45.14,29.99K,-1.82%
21-Sep-15,46.68,44.97,46.74,44.69,104.53K,4.48%
18-Sep-15,44.68,46.89,47.03,44.24,211.30K,-4.73%
17-Sep-15,46.9,47.13,47.71,46.33,366.39K,-0.53%
16-Sep-15,47.15,45.16,47.35,44.82,421.98K,5.74%
15-Sep-15,44.59,44.11,45.25,43.92,335.95K,1.34%
14-Sep-15,44,44.78,44.97,43.59,326.27K,-1.41%
11-Sep-15,44.63,45.71,45.88,44.16,395.84K,-2.81%
10-Sep-15,45.92,44.16,46.04,43.36,498.99K,4.01%
9-Sep-15,44.15,45.79,46.26,44.05,422.74K,-3.90%
8-Sep-15,45.94,45.82,46.41,44.14,508.82K,2.77%
7-Sep-15,44.7,45.72,45.92,44.15,-,-2.23%
6-Sep-15,45.72,45.72,45.87,45.61,-,-0.72%
4-Sep-15,46.05,46.68,47.23,45.61,385.63K,-1.50%
3-Sep-15,46.75,46.11,48.42,45.65,539.45K,1.08%
2-Sep-15,46.25,44.26,46.77,43.21,689.30K,1.85%
1-Sep-15,45.41,48.1,48.87,44.15,713.42K,-7.70%
31-Aug-15,49.2,45,49.33,43.6,757.50K,8.80%
28-Aug-15,45.22,42.68,45.9,41.78,666.33K,6.25%
27-Aug-15,42.56,38.96,42.86,38.95,533.68K,10.26%
26-Aug-15,38.6,39.69,39.86,38.52,368.72K,-1.81%
25-Aug-15,39.31,38.18,39.89,38.16,375.65K,2.80%
24-Aug-15,38.24,40.3,40.47,37.75,468.37K,-5.46%
21-Aug-15,40.45,41.03,41.4,39.86,377.18K,-1.68%
20-Aug-15,41.14,40.58,41.48,40.21,24.78K,0.83%
19-Aug-15,40.8,42.41,42.68,40.4,107.58K,-4.27%
18-Aug-15,42.62,41.88,42.9,41.43,200.19K,1.79%
17-Aug-15,41.87,42.18,42.69,41.64,314.28K,-1.48%
14-Aug-15,42.5,42.23,42.96,41.35,317.21K,0.64%
13-Aug-15,42.23,43.34,43.72,41.91,420.15K,-2.47%
12-Aug-15,43.3,43.27,43.87,42.8,492.27K,0.51%
11-Aug-15,43.08,44.81,45.34,42.69,538.01K,-4.18%
10-Aug-15,44.96,43.58,45.01,43.35,491.43K,2.48%
7-Aug-15,43.87,44.82,45.16,43.7,400.07K,-1.77%
6-Aug-15,44.66,45.16,45.27,44.2,360.98K,-1.09%
5-Aug-15,45.15,45.96,46.7,44.83,367.33K,-1.29%
4-Aug-15,45.74,45.35,46.23,45.29,285.79K,1.26%
3-Aug-15,45.17,46.86,46.94,45.08,371.09K,-4.14%
31-Jul-15,47.12,48.47,48.62,46.7,334.47K,-2.89%
30-Jul-15,48.52,48.83,49.36,48.34,247.66K,-0.55%
29-Jul-15,48.79,47.81,49.52,47.39,366.89K,1.69%
28-Jul-15,47.98,47.02,48.44,46.68,338.11K,1.24%
27-Jul-15,47.39,48,48.2,46.91,273.61K,-1.56%
24-Jul-15,48.14,48.79,49.03,47.72,278.23K,-0.64%
23-Jul-15,48.45,49.23,49.63,48.21,316.06K,-1.50%
22-Jul-15,49.19,50.71,50.71,49.04,347.99K,-2.32%
21-Jul-15,50.36,49.95,51.02,49.77,23.13K,0.42%
20-Jul-15,50.15,50.76,51.26,49.85,102.60K,-1.45%
17-Jul-15,50.89,50.91,51.23,50.14,203.49K,-0.04%
16-Jul-15,50.91,51.62,52.17,50.84,319.17K,-0.97%
15-Jul-15,51.41,53.4,53.5,51.21,334.56K,-3.07%
14-Jul-15,53.04,52,53.43,50.88,422.76K,1.61%
13-Jul-15,52.2,52.15,53.17,51.26,359.48K,-1.02%
10-Jul-15,52.74,52.48,53.89,51.96,349.08K,-0.08%
9-Jul-15,52.78,51.83,53.54,51.48,382.33K,2.19%
8-Jul-15,51.65,52.91,52.96,50.91,434.75K,-1.30%
7-Jul-15,52.33,52.75,53.43,50.58,527.27K,-0.38%
6-Jul-15,52.53,56.42,56.79,52.41,540.61K,-5.39%
3-Jul-15,55.52,56.6,56.78,55.42,-,-2.48%
2-Jul-15,56.93,56.87,57.95,56.5,297.05K,-0.05%
1-Jul-15,56.96,58.98,58.98,56.68,373.41K,-4.22%
30-Jun-15,59.47,58.27,59.69,57.94,282.48K,1.95%
29-Jun-15,58.33,58.84,59.27,58.04,286.04K,-2.18%
26-Jun-15,59.63,59.66,59.96,58.76,231.96K,-0.12%
25-Jun-15,59.7,60.22,60.46,59.43,222.34K,-0.95%
24-Jun-15,60.27,61.14,61.57,59.8,312.99K,-1.21%
23-Jun-15,61.01,60.21,61.49,59.55,336.22K,2.23%
22-Jun-15,59.68,59.44,60.3,58.93,26.74K,0.12%
19-Jun-15,59.61,60.5,60.56,58.88,116.66K,-1.39%
18-Jun-15,60.45,59.78,60.89,59.25,181.88K,0.88%
17-Jun-15,59.92,60.03,61.38,58.85,396.16K,-0.08%
16-Jun-15,59.97,59.6,60.37,59.42,233.94K,0.76%
15-Jun-15,59.52,59.9,59.98,58.73,275.19K,-0.73%
12-Jun-15,59.96,60.55,60.63,59.73,246.90K,-1.33%
11-Jun-15,60.77,61.14,61.53,60.21,352.42K,-1.07%
10-Jun-15,61.43,60.58,61.82,60.45,459.77K,2.14%
9-Jun-15,60.14,58.31,60.68,58.23,405.49K,3.44%
8-Jun-15,58.14,58.96,59.13,57.86,339.85K,-1.67%
5-Jun-15,59.13,57.99,59.23,56.83,461.02K,1.95%
4-Jun-15,58,59.57,59.94,57.83,363.35K,-2.75%
3-Jun-15,59.64,61.02,61.43,59.34,371.30K,-2.64%
2-Jun-15,61.26,60.18,61.58,60.09,344.51K,1.76%
1-Jun-15,60.2,60.29,60.64,59.33,292.19K,-0.17%
29-May-15,60.3,57.97,60.7,57.72,452.22K,4.54%
28-May-15,57.68,57.63,58.07,56.51,340.68K,0.30%
27-May-15,57.51,58.32,58.95,57.36,314.92K,-0.90%
26-May-15,58.03,60.05,60.25,57.71,330.13K,-3.03%
25-May-15,59.85,59.93,60.24,59.11,-,-0.12%
24-May-15,59.92,60.01,60.01,59.78,-,0.33%
22-May-15,59.72,60.66,60.8,59.35,230.31K,-1.65%
21-May-15,60.72,58.81,60.94,58.69,329.77K,2.95%
20-May-15,58.98,58.32,59.04,58.1,287.13K,3.00%
19-May-15,57.26,59.54,59.63,57.09,30.30K,-3.65%
18-May-15,59.43,59.85,60.88,59.06,144.39K,-0.44%
15-May-15,59.69,59.67,59.97,58.42,222.09K,-0.32%
14-May-15,59.88,60.1,60.84,59.36,361.43K,-1.02%
13-May-15,60.5,61.23,61.85,60.02,426.84K,-0.41%
12-May-15,60.75,59.27,61.36,59.12,397.35K,2.53%
11-May-15,59.25,59.43,59.85,58.75,332.69K,-0.24%
8-May-15,59.39,59.02,59.9,58.14,434.58K,0.76%
7-May-15,58.94,60.69,61.31,58.49,437.02K,-3.27%
