Date,Price,Open,High,Low,Vol.,Change %
29-Jul-13,1685.33,1690.32,1690.92,1681.86,-,-0.37%
26-Jul-13,1691.65,1687.31,1691.85,1676.03,-,0.08%
25-Jul-13,1690.25,1685.21,1690.94,1680.07,-,0.26%
24-Jul-13,1685.94,1696.06,1698.38,1682.57,-,-0.38%
23-Jul-13,1692.39,1696.63,1698.78,1691.13,-,-0.19%
22-Jul-13,1695.53,1694.41,1697.61,1690.67,-,0.20%
19-Jul-13,1692.09,1686.15,1692.09,1684.08,-,0.16%
18-Jul-13,1689.37,1681.05,1693.12,1681.05,-,0.50%
17-Jul-13,1680.91,1677.91,1684.75,1677.91,-,0.28%
16-Jul-13,1676.26,1682.7,1683.73,1671.84,-,-0.37%
15-Jul-13,1682.5,1679.59,1684.51,1677.89,-,0.14%
12-Jul-13,1680.19,1675.26,1680.19,1672.33,-,0.31%
11-Jul-13,1675.02,1657.41,1676.63,1657.41,-,1.36%
10-Jul-13,1652.62,1651.56,1657.92,1647.66,-,0.02%
9-Jul-13,1652.32,1642.89,1654.18,1642.89,-,0.72%
8-Jul-13,1640.46,1634.2,1644.68,1634.2,-,0.53%
5-Jul-13,1631.89,1618.65,1632.07,1614.71,-,1.02%
3-Jul-13,1615.41,1611.48,1618.97,1604.57,-,0.08%
2-Jul-13,1614.08,1614.29,1624.26,1606.77,-,-0.05%
1-Jul-13,1614.96,1609.78,1626.61,1609.78,-,0.54%
28-Jun-13,1606.28,1611.12,1615.94,1601.06,-,-0.43%
27-Jun-13,1613.2,1606.44,1620.07,1606.44,-,0.62%
26-Jun-13,1603.26,1592.27,1606.83,1592.27,-,0.96%
25-Jun-13,1588.03,1577.52,1593.79,1577.09,-,0.95%
24-Jun-13,1573.09,1588.77,1588.77,1560.33,-,-1.21%
21-Jun-13,1592.43,1588.62,1599.19,1577.7,-,0.27%
20-Jun-13,1588.19,1624.62,1624.62,1584.32,-,-2.50%
19-Jun-13,1628.93,1651.83,1652.45,1628.91,-,-1.39%
18-Jun-13,1651.81,1639.77,1654.19,1639.77,-,0.78%
17-Jun-13,1639.04,1630.64,1646.5,1630.34,-,0.76%
14-Jun-13,1626.73,1635.52,1640.8,1623.96,-,-0.59%
13-Jun-13,1636.36,1612.15,1639.25,1608.07,-,1.48%
12-Jun-13,1612.52,1629.94,1637.71,1610.92,-,-0.84%
11-Jun-13,1626.13,1638.64,1640.13,1622.92,-,-1.02%
10-Jun-13,1642.81,1644.67,1648.69,1639.26,-,-0.03%
7-Jun-13,1643.38,1625.27,1644.4,1625.27,-,1.28%
6-Jun-13,1622.56,1609.29,1622.56,1598.23,-,0.85%
5-Jun-13,1608.9,1629.05,1629.31,1607.09,-,-1.38%
4-Jun-13,1631.38,1640.73,1646.53,1623.62,-,-0.55%
3-Jun-13,1640.42,1631.71,1640.42,1622.72,-,0.59%
31-May-13,1630.74,1652.13,1658.99,1630.74,-,-1.43%
30-May-13,1654.41,1649.14,1661.91,1648.61,-,0.37%
